Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion
1000014916,5/31/2023 7:21,Colton Nguyen,"Pancake Mix', 'Lawn Mower', 'Deodorant', 'Mustard'",10,67.21,Debit Card,Houston,Warehouse Club,FALSE,Professional,Spring,None
1000014917,6/11/2022 2:28,Carrie Allen,Coffee',10,85.46,Cash,Seattle,Convenience Store,FALSE,Middle-Aged,Winter,None
1000014918,5/17/2023 9:18,Robin Shepard,"Water', 'Potatoes', 'Shampoo', 'Pancake Mix'",6,62.86,Debit Card,San Francisco,Convenience Store,TRUE,Senior Citizen,Summer,Discount on Selected Items
1000014919,7/7/2021 20:43,Mary Brown,"Spinach', 'Mop', 'Toothpaste', 'Power Strips'",9,56.12,Debit Card,New York,Department Store,FALSE,Retiree,Spring,Discount on Selected Items
1000014920,5/27/2021 9:34,Joseph Perez,"Soda', 'Cleaning Rags', 'Canned Soup', 'Feminine Hygiene Products', 'Light Bulbs'",6,84.85,Debit Card,New York,Department Store,TRUE,Retiree,Winter,None
1000014921,2/7/2022 7:45,Margaret Thompson,"Insect Repellent', 'Laundry Detergent', 'Soda', 'Cleaning Rags'",2,85.09,Credit Card,Miami,Warehouse Club,TRUE,Retiree,Winter,BOGO (Buy One Get One)
1000014922,4/12/2022 20:20,Savannah Smith,"Rice', 'Eggs', 'Spinach', 'Ironing Board'",10,22.75,Credit Card,San Francisco,Department Store,TRUE,Young Adult,Spring,BOGO (Buy One Get One)
1000014923,3/1/2023 20:06,Jessica Castro,"Shower Gel', 'Eggs'",5,40.35,Mobile Payment,Boston,Warehouse Club,TRUE,Senior Citizen,Summer,None
1000014924,1/9/2023 3:07,Steven Holloway,Shampoo',3,60.46,Cash,Los Angeles,Department Store,TRUE,Professional,Spring,BOGO (Buy One Get One)
1000014925,4/24/2021 14:39,David Washington,Paper Towels',5,53.35,Credit Card,Dallas,Warehouse Club,FALSE,Teenager,Spring,None
1000014926,1/15/2020 10:46,Cody Buck,"Toothpaste', 'Onions', 'Water', 'Iron'",4,57.63,Mobile Payment,Houston,Department Store,TRUE,Retiree,Fall,BOGO (Buy One Get One)
1000014927,9/21/2023 7:45,Linda Robertson,Eggs',2,73.45,Mobile Payment,Dallas,Pharmacy,TRUE,Homemaker,Winter,BOGO (Buy One Get One)
1000014928,9/28/2021 21:05,Joan Schneider,"Salmon', 'Ketchup', 'Bread', 'Toothpaste'",2,34.44,Credit Card,Los Angeles,Supermarket,TRUE,Retiree,Fall,None
1000014929,4/4/2020 19:41,Wesley Buckley,"Milk', 'Air Freshener', 'Iron', 'BBQ Sauce'",9,72.42,Mobile Payment,San Francisco,Specialty Store,FALSE,Retiree,Fall,BOGO (Buy One Get One)
1000014930,7/1/2022 12:47,Jessica Johns,"Plant Fertilizer', 'Pancake Mix', 'Chicken', 'Soap', 'Trash Bags'",7,61.43,Cash,Houston,Convenience Store,FALSE,Senior Citizen,Winter,BOGO (Buy One Get One)
1000014931,2/6/2022 2:15,Jenna King,"Spinach', 'Sponges'",9,5.37,Mobile Payment,New York,Convenience Store,TRUE,Teenager,Fall,None
1000014932,3/3/2023 8:58,Michael Weber,"Shampoo', 'Hand Sanitizer', 'Bread', 'Laundry Detergent', 'Butter'",10,31.55,Cash,New York,Specialty Store,TRUE,Professional,Summer,BOGO (Buy One Get One)
1000014933,12/20/2021 1:30,Mark Graves,"Water', 'Mayonnaise', 'Salmon', 'Tomatoes'",6,47.82,Cash,Chicago,Specialty Store,FALSE,Young Adult,Summer,BOGO (Buy One Get One)
1000014934,5/20/2023 1:57,Julie Bryant,"Power Strips', 'Apple', 'Toothpaste', 'Iron'",5,71.47,Debit Card,New York,Convenience Store,TRUE,Homemaker,Winter,BOGO (Buy One Get One)
1000014935,12/26/2021 2:49,David Benitez,Toilet Paper',8,42.78,Credit Card,Seattle,Convenience Store,FALSE,Senior Citizen,Spring,None
1000014936,10/17/2021 12:26,Melinda Gomez,"Mustard', 'Cleaning Spray'",4,43.25,Mobile Payment,Los Angeles,Convenience Store,FALSE,Homemaker,Summer,BOGO (Buy One Get One)
1000014937,5/25/2022 8:26,Samuel Stevens,"Light Bulbs', 'Toothbrush', 'Potatoes', 'Garden Hose', 'BBQ Sauce'",9,70.42,Debit Card,Houston,Pharmacy,TRUE,Homemaker,Summer,Discount on Selected Items
1000014938,12/13/2021 10:24,Kaylee Wright,"Rice', 'Soda', 'Rice'",4,9.78,Debit Card,Houston,Convenience Store,FALSE,Young Adult,Spring,None
1000014939,9/22/2023 12:39,Jonathan Jefferson,Feminine Hygiene Products',4,27.14,Credit Card,Seattle,Supermarket,FALSE,Homemaker,Fall,Discount on Selected Items
1000014940,11/14/2020 1:48,Vickie Howard,"Tuna', 'Baby Wipes'",2,64.78,Debit Card,Miami,Specialty Store,TRUE,Student,Summer,Discount on Selected Items
1000014941,6/6/2020 21:36,James Lewis,"Milk', 'Beef', 'Laundry Detergent', 'Bath Towels', 'Banana'",8,94.48,Credit Card,San Francisco,Warehouse Club,TRUE,Homemaker,Spring,None
1000014942,9/6/2023 10:07,Paula Mitchell,"Diapers', 'Toothpaste'",6,98.71,Credit Card,Houston,Department Store,TRUE,Student,Summer,BOGO (Buy One Get One)
1000014943,8/8/2022 1:48,Angela Stevens,"Mayonnaise', 'Lawn Mower'",1,86.35,Cash,San Francisco,Department Store,TRUE,Professional,Spring,BOGO (Buy One Get One)
1000014944,6/23/2021 8:15,Edwin Hernandez,"Eggs', 'Sponges', 'Mop', 'Cleaning Rags', 'Onions'",7,27.29,Mobile Payment,Atlanta,Warehouse Club,TRUE,Teenager,Summer,BOGO (Buy One Get One)
1000014945,2/8/2023 6:01,Jennifer Reynolds,"Milk', 'Water'",9,84.62,Mobile Payment,Chicago,Supermarket,FALSE,Professional,Fall,BOGO (Buy One Get One)
1000014946,5/14/2020 17:33,Alec Mckenzie,"Laundry Detergent', 'Cleaning Spray', 'Peanut Butter'",4,71.24,Credit Card,Houston,Convenience Store,TRUE,Student,Winter,None
1000014947,5/24/2022 18:19,Denise Cortez,"Deodorant', 'Chicken'",1,95.45,Debit Card,Chicago,Supermarket,FALSE,Professional,Winter,None
1000014948,12/28/2020 7:09,Stanley West,"Lawn Mower', 'Spinach', 'Yogurt', 'Toilet Paper'",10,69.64,Cash,Seattle,Convenience Store,TRUE,Young Adult,Summer,None
1000014949,3/19/2023 5:02,Michael Lawrence,"Honey', 'Vinegar'",7,38.7,Mobile Payment,Boston,Pharmacy,TRUE,Young Adult,Summer,Discount on Selected Items
1000014950,1/28/2021 11:59,Diane Sanders,"Deodorant', 'Spinach', 'Tissues', 'Cleaning Spray'",4,12.67,Debit Card,Houston,Convenience Store,TRUE,Retiree,Spring,BOGO (Buy One Get One)
1000014951,1/31/2020 11:24,Robert Franco,"Tuna', 'Yogurt', 'Toothpaste'",10,89.93,Debit Card,Los Angeles,Convenience Store,TRUE,Retiree,Spring,Discount on Selected Items
1000014952,4/10/2020 10:12,Vernon Harrison,"Salmon', 'Honey', 'Milk', 'Jam', 'Tissues'",4,51.57,Cash,Dallas,Specialty Store,TRUE,Young Adult,Summer,BOGO (Buy One Get One)
1000014953,5/8/2020 20:51,Linda Mooney,Vacuum Cleaner',6,77.78,Credit Card,Atlanta,Pharmacy,TRUE,Homemaker,Winter,None
1000014954,12/2/2020 10:54,Jeffrey Nichols,Vacuum Cleaner',9,40.69,Debit Card,Seattle,Specialty Store,TRUE,Retiree,Winter,Discount on Selected Items
1000014955,4/3/2022 19:04,Brooke Ward,"Broom', 'Soda'",2,26.8,Credit Card,Boston,Department Store,TRUE,Retiree,Summer,None
1000014956,11/17/2022 21:19,Gabriela Smith,Vinegar',9,78.82,Credit Card,Los Angeles,Convenience Store,TRUE,Homemaker,Fall,BOGO (Buy One Get One)
1000014957,7/9/2021 21:47,Alexis Curry,BBQ Sauce',6,23.38,Debit Card,Boston,Warehouse Club,TRUE,Middle-Aged,Summer,None
1000014958,9/1/2023 14:09,Steven Cummings,"Deodorant', 'Trash Cans'",4,33.19,Cash,Miami,Department Store,FALSE,Student,Fall,Discount on Selected Items
1000014959,9/18/2022 22:54,Keith Fitzgerald,"Potatoes', 'Toothpaste', 'Milk', 'Lawn Mower', 'Light Bulbs'",6,26.73,Debit Card,Chicago,Convenience Store,FALSE,Middle-Aged,Summer,None
1000014960,11/8/2021 21:20,Crystal Whitaker,"Onions', 'Tissues', 'Sponges'",2,83.13,Cash,New York,Convenience Store,FALSE,Professional,Spring,Discount on Selected Items
1000014961,1/24/2022 12:36,Robert Jones,"Dish Soap', 'Ketchup', 'Yogurt', 'Dish Soap'",1,22.29,Credit Card,Dallas,Specialty Store,FALSE,Homemaker,Winter,Discount on Selected Items
1000014962,7/5/2020 19:16,Jenny Mcintosh,"Feminine Hygiene Products', 'Honey', 'Insect Repellent', 'Rice'",2,17.41,Mobile Payment,Houston,Convenience Store,TRUE,Professional,Fall,None
1000014963,9/17/2021 9:53,Heather Parker,"Cereal', 'BBQ Sauce', 'Insect Repellent', 'Deodorant'",2,23.99,Mobile Payment,San Francisco,Pharmacy,FALSE,Teenager,Spring,Discount on Selected Items
1000014964,8/6/2023 12:13,Kyle Berry,"Hand Sanitizer', 'Chips', 'Yogurt', 'Olive Oil'",6,18.39,Debit Card,Boston,Supermarket,FALSE,Homemaker,Fall,BOGO (Buy One Get One)
1000014965,11/13/2021 20:07,Carl Norris,"Butter', 'Feminine Hygiene Products', 'Spinach', 'Feminine Hygiene Products', 'Paper Towels'",2,28.35,Credit Card,Houston,Warehouse Club,TRUE,Young Adult,Fall,Discount on Selected Items
1000014966,9/29/2022 17:00,Steven Garcia,"Pasta', 'Bath Towels', 'Plant Fertilizer'",9,38.3,Credit Card,Los Angeles,Convenience Store,FALSE,Retiree,Winter,Discount on Selected Items
1000014967,10/26/2021 17:58,Terri Chang,"Tomatoes', 'Ice Cream', 'Jam', 'Vinegar', 'Chips'",5,9.83,Mobile Payment,San Francisco,Warehouse Club,FALSE,Middle-Aged,Summer,BOGO (Buy One Get One)
1000014968,11/21/2021 20:18,Joseph Nunez,"Pancake Mix', 'Orange', 'Rice', 'Olive Oil', 'Lawn Mower'",6,12.03,Debit Card,Houston,Specialty Store,TRUE,Middle-Aged,Winter,None
1000014969,10/13/2020 8:37,Edward Wade,"Orange', 'Pasta', 'Paper Towels', 'Apple', 'Jam'",5,34.64,Debit Card,Los Angeles,Specialty Store,TRUE,Student,Fall,Discount on Selected Items
1000014970,1/27/2020 8:13,Brandon Snow,"Toothpaste', 'Olive Oil', 'Bread', 'Paper Towels', 'Vacuum Cleaner'",8,18.59,Debit Card,Miami,Specialty Store,FALSE,Senior Citizen,Winter,None
1000014971,3/16/2023 0:21,Veronica Martin,"Toothpaste', 'Tomatoes'",9,73.38,Debit Card,Miami,Specialty Store,FALSE,Middle-Aged,Fall,BOGO (Buy One Get One)
1000014972,8/9/2022 19:42,Michael Torres,"Yogurt', 'Diapers', 'Lawn Mower'",3,6.16,Cash,Houston,Specialty Store,FALSE,Professional,Spring,None
1000014973,8/24/2021 9:16,Denise Cummings,"Peanut Butter', 'Banana', 'Yogurt'",2,19.93,Credit Card,Houston,Specialty Store,FALSE,Student,Summer,None
1000014974,8/19/2020 21:27,Heather Kline,Cleaning Rags',10,99.39,Cash,Boston,Department Store,TRUE,Young Adult,Winter,BOGO (Buy One Get One)
1000014975,12/27/2021 20:29,Zachary Mann,"Dish Soap', 'Milk', 'Salmon'",9,68.48,Credit Card,New York,Pharmacy,FALSE,Retiree,Fall,BOGO (Buy One Get One)
1000014976,8/29/2021 1:44,Jared Romero,"Banana', 'Orange', 'Dishware'",8,43.3,Debit Card,Seattle,Convenience Store,FALSE,Student,Winter,None
1000014977,4/4/2020 3:08,Stacey Brown,Dish Soap',1,25.08,Debit Card,Dallas,Supermarket,TRUE,Young Adult,Winter,Discount on Selected Items
1000014978,4/17/2021 4:45,Travis Romero,"Rice', 'Cleaning Rags', 'Trash Cans'",4,94.58,Credit Card,New York,Warehouse Club,TRUE,Student,Winter,BOGO (Buy One Get One)
1000014979,11/8/2022 4:04,Jason Sandoval,"Rice', 'Diapers', 'Banana', 'Yogurt', 'Mop'",1,21.09,Credit Card,Atlanta,Pharmacy,TRUE,Young Adult,Spring,None
1000014980,4/11/2021 4:08,Jennifer Rush,"Feminine Hygiene Products', 'Chips', 'Olive Oil', 'Ironing Board', 'Cleaning Rags'",1,66.98,Mobile Payment,Seattle,Supermarket,FALSE,Retiree,Spring,BOGO (Buy One Get One)
1000014981,4/23/2023 8:22,David Roberts,"Water', 'Milk', 'Water', 'Pickles', 'Cereal'",5,50.59,Mobile Payment,San Francisco,Supermarket,FALSE,Professional,Winter,None
1000014982,1/18/2021 9:23,Lindsey Mcneil,"Bath Towels', 'Lawn Mower', 'Rice', 'Baby Wipes'",7,11.43,Cash,Atlanta,Pharmacy,TRUE,Retiree,Winter,None
1000014983,6/2/2022 15:16,Robert Allen,"Iron', 'Plant Fertilizer'",8,29.07,Mobile Payment,Miami,Department Store,FALSE,Homemaker,Summer,BOGO (Buy One Get One)
1000014984,3/23/2023 17:24,William Harris,Vacuum Cleaner',2,9.22,Credit Card,San Francisco,Warehouse Club,TRUE,Young Adult,Summer,BOGO (Buy One Get One)
1000014985,5/23/2022 8:44,Peter Collins,"Paper Towels', 'BBQ Sauce', 'Tea'",2,89.25,Cash,Atlanta,Supermarket,FALSE,Middle-Aged,Fall,Discount on Selected Items
1000014986,5/20/2023 18:17,Charles Garcia,"Cereal', 'Tuna', 'Pancake Mix', 'Olive Oil'",4,42.13,Credit Card,Boston,Supermarket,FALSE,Teenager,Fall,BOGO (Buy One Get One)
1000014987,6/4/2021 10:34,Lawrence Booker,"Bread', 'Ketchup', 'Light Bulbs'",10,90.13,Debit Card,Houston,Supermarket,TRUE,Senior Citizen,Summer,BOGO (Buy One Get One)
1000014988,3/9/2022 12:49,Christopher Mejia,"Tuna', 'Banana', 'Cleaning Rags', 'Rice'",3,47.71,Cash,San Francisco,Department Store,TRUE,Retiree,Winter,None
1000014989,8/18/2021 19:02,Kathryn Lewis,"Cleaning Rags', 'Honey', 'Ketchup', 'Dustpan', 'Toothbrush'",1,99.18,Mobile Payment,Seattle,Department Store,FALSE,Homemaker,Summer,BOGO (Buy One Get One)
1000014990,10/19/2020 1:08,Lori Smith,"Toothpaste', 'Diapers', 'Mustard', 'Deodorant', 'Extension Cords'",1,16.48,Credit Card,Houston,Pharmacy,TRUE,Student,Winter,None
1000014991,5/12/2022 8:45,Lisa Jones,"Shampoo', 'Hair Gel', 'Butter'",6,46.54,Debit Card,Chicago,Specialty Store,FALSE,Middle-Aged,Fall,BOGO (Buy One Get One)
1000014992,6/30/2020 22:55,Eddie Rivera,"Tomatoes', 'Cheese', 'Garden Hose'",8,77.21,Mobile Payment,Seattle,Pharmacy,FALSE,Professional,Summer,Discount on Selected Items
1000014993,2/24/2023 3:27,Devon Mckay,"Mop', 'Yogurt', 'Jam', 'Peanut Butter', 'Vinegar'",1,86.01,Credit Card,San Francisco,Warehouse Club,TRUE,Student,Summer,None
1000014994,8/30/2020 20:25,Gregory Davis,"Tea', 'Cheese', 'Apple', 'Jam'",10,81.8,Cash,Miami,Specialty Store,FALSE,Homemaker,Spring,Discount on Selected Items
1000014995,12/26/2020 18:55,Kyle Smith,"Peanut Butter', 'Trash Bags', 'Broom', 'Syrup'",6,85.76,Mobile Payment,Seattle,Warehouse Club,TRUE,Student,Winter,Discount on Selected Items
1000014996,7/11/2022 15:13,Jared Smith,"Dishware', 'Eggs', 'Vacuum Cleaner', 'Feminine Hygiene Products'",6,86.27,Cash,Atlanta,Pharmacy,TRUE,Teenager,Spring,BOGO (Buy One Get One)
1000014997,8/13/2020 10:44,John Griffin,"Shrimp', 'Toothpaste', 'Coffee', 'Dishware'",10,70.44,Cash,San Francisco,Department Store,TRUE,Homemaker,Spring,Discount on Selected Items
1000014998,7/17/2022 21:25,Michael Palmer,Extension Cords',7,49.55,Credit Card,Chicago,Convenience Store,TRUE,Young Adult,Spring,Discount on Selected Items
1000014999,5/24/2023 2:05,Megan Drake,"Milk', 'Honey'",3,96.03,Credit Card,Boston,Supermarket,TRUE,Student,Fall,Discount on Selected Items
1000015000,10/31/2023 23:27,Rebecca Robinson,"Toothpaste', 'Cleaning Spray', 'Shower Gel', 'Orange'",3,84.37,Debit Card,Seattle,Pharmacy,FALSE,Retiree,Spring,Discount on Selected Items
1000015001,2/16/2021 2:37,Ian Bell,"Bath Towels', 'Bath Towels', 'Banana'",5,30.03,Cash,Atlanta,Convenience Store,FALSE,Teenager,Summer,None
1000015002,10/1/2021 14:50,Gerald Cook,"Ironing Board', 'Eggs', 'Spinach', 'Feminine Hygiene Products', 'Tea'",9,95.76,Mobile Payment,Miami,Supermarket,FALSE,Retiree,Summer,Discount on Selected Items
1000015003,2/1/2021 21:45,April Hood,Vacuum Cleaner',2,59.53,Cash,New York,Pharmacy,FALSE,Professional,Fall,None
1000015004,3/12/2020 10:25,Christopher Schultz,"Insect Repellent', 'Olive Oil'",4,17.13,Cash,Atlanta,Pharmacy,TRUE,Student,Winter,Discount on Selected Items
1000015005,5/10/2020 4:01,Ronald Huerta DVM,"Eggs', 'Tuna', 'Insect Repellent', 'Milk'",5,87.01,Credit Card,Seattle,Specialty Store,TRUE,Professional,Fall,None
1000015006,3/4/2022 17:48,Victoria Cisneros,"Toilet Paper', 'Hand Sanitizer', 'Eggs', 'Hair Gel', 'Bread'",7,31.54,Credit Card,Boston,Department Store,FALSE,Homemaker,Fall,BOGO (Buy One Get One)
1000015007,10/7/2021 3:24,David Jones,"Carrots', 'Onions', 'Spinach', 'Garden Hose', 'Tuna'",2,39.92,Credit Card,Boston,Department Store,TRUE,Student,Spring,Discount on Selected Items
1000015008,1/21/2022 16:08,Maria Foster,Apple',8,57.33,Cash,New York,Warehouse Club,FALSE,Professional,Summer,None
1000015009,10/16/2023 13:49,Holly Johnson,Orange',4,50.02,Credit Card,Los Angeles,Pharmacy,FALSE,Professional,Summer,BOGO (Buy One Get One)
1000015010,9/25/2021 14:44,Paul Rivera,"Insect Repellent', 'Garden Hose', 'Beef', 'Iron', 'Air Freshener'",4,37.55,Cash,Boston,Pharmacy,FALSE,Retiree,Fall,BOGO (Buy One Get One)
1000015011,4/15/2023 8:49,Jessica Parker,"Ironing Board', 'Toothpaste'",3,12.03,Mobile Payment,Chicago,Convenience Store,TRUE,Teenager,Fall,None
1000015012,3/19/2021 11:10,Erik Chandler,"Power Strips', 'Bath Towels', 'Laundry Detergent'",7,16.85,Debit Card,Miami,Warehouse Club,FALSE,Student,Winter,None
1000015013,6/13/2021 21:37,James Ashley,"Eggs', 'Cereal', 'Butter', 'Power Strips'",7,30.64,Debit Card,San Francisco,Supermarket,TRUE,Retiree,Spring,None
1000015014,1/31/2021 15:04,Brian Monroe,"Cheese', 'Coffee', 'Vinegar', 'Deodorant'",6,15.32,Mobile Payment,Houston,Pharmacy,TRUE,Teenager,Spring,BOGO (Buy One Get One)
1000015015,8/19/2023 19:11,Timothy Hobbs,Broom',6,22.87,Credit Card,Seattle,Department Store,TRUE,Young Adult,Summer,None
1000015016,12/19/2022 7:50,Christian Ramsey,"Orange', 'Tuna', 'Cleaning Rags', 'Onions', 'Chips'",8,50.8,Cash,Los Angeles,Warehouse Club,TRUE,Young Adult,Fall,Discount on Selected Items
1000015017,5/13/2021 13:44,Andrew Leonard,"Peanut Butter', 'Tuna', 'Razors', 'Feminine Hygiene Products', 'Olive Oil'",8,82.39,Cash,Los Angeles,Pharmacy,FALSE,Homemaker,Summer,None
1000015018,4/13/2022 6:03,Jesse White,Rice',4,80.94,Credit Card,Los Angeles,Warehouse Club,FALSE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000015019,7/4/2020 19:02,Laura Moore,"Deodorant', 'Spinach', 'Toothpaste'",8,16.88,Cash,Los Angeles,Pharmacy,FALSE,Professional,Spring,Discount on Selected Items
1000015020,9/20/2020 5:52,Debra Johnson,"Milk', 'Garden Hose', 'Tomatoes'",6,59.83,Cash,Dallas,Department Store,FALSE,Senior Citizen,Summer,Discount on Selected Items
1000015021,4/2/2021 7:02,Alan Barnes,"Pancake Mix', 'Bread', 'Carrots', 'Toothbrush', 'Peanut Butter'",3,58.85,Cash,Boston,Department Store,FALSE,Homemaker,Summer,Discount on Selected Items
1000015022,11/19/2021 3:05,Jennifer Ward,Mop',4,80.82,Debit Card,Seattle,Supermarket,TRUE,Young Adult,Summer,Discount on Selected Items
1000015023,3/14/2023 21:55,Thomas Ho,"Spinach', 'Lawn Mower'",10,19.14,Debit Card,Los Angeles,Supermarket,TRUE,Homemaker,Fall,BOGO (Buy One Get One)
1000015024,9/13/2022 4:15,Alexis Jones,"Mayonnaise', 'Milk', 'Trash Bags', 'Shrimp', 'Shaving Cream'",1,73.48,Mobile Payment,Chicago,Warehouse Club,FALSE,Professional,Spring,None
1000015025,6/12/2022 19:25,David Dickson,"Insect Repellent', 'Toothpaste', 'Spinach', 'Soda', 'Beef'",7,55.43,Cash,Dallas,Specialty Store,FALSE,Senior Citizen,Winter,BOGO (Buy One Get One)
1000015026,2/6/2021 10:37,Troy Fleming,Cereal',1,58.12,Debit Card,New York,Convenience Store,FALSE,Homemaker,Fall,None
1000015027,3/23/2021 9:51,Miss Jessica Mcdonald DVM,"Pancake Mix', 'Mop', 'Tissues', 'Soda', 'Toothpaste'",7,28.93,Mobile Payment,Chicago,Specialty Store,TRUE,Professional,Summer,Discount on Selected Items
1000015028,1/3/2021 11:29,Kevin Escobar,"Vacuum Cleaner', 'Vacuum Cleaner', 'Apple', 'Extension Cords'",5,28.26,Mobile Payment,San Francisco,Department Store,TRUE,Middle-Aged,Summer,None
1000015029,4/3/2020 9:41,Lisa Hubbard,Spinach',10,54.42,Credit Card,Los Angeles,Supermarket,FALSE,Middle-Aged,Summer,BOGO (Buy One Get One)
1000015030,1/4/2021 3:16,Russell Martinez,Soap',6,19.83,Credit Card,San Francisco,Specialty Store,TRUE,Young Adult,Spring,BOGO (Buy One Get One)
1000015031,1/12/2020 7:20,Matthew Hooper,Dishware',10,44.09,Mobile Payment,Los Angeles,Department Store,FALSE,Senior Citizen,Winter,None
1000015032,7/23/2021 5:52,Joshua Callahan,"Cereal Bars', 'Olive Oil', 'Hand Sanitizer'",2,82.39,Credit Card,New York,Specialty Store,FALSE,Senior Citizen,Summer,None
1000015033,10/24/2022 23:13,Nicholas Hopkins,"Soda', 'Coffee', 'Salmon'",3,20.66,Credit Card,Miami,Supermarket,TRUE,Senior Citizen,Winter,Discount on Selected Items
1000015034,2/7/2020 23:37,Matthew Solomon,"Onions', 'Water'",1,16.88,Debit Card,Atlanta,Warehouse Club,TRUE,Teenager,Winter,Discount on Selected Items
1000015035,11/7/2022 20:21,Adam Richardson,"Honey', 'Deodorant'",2,40.51,Credit Card,Los Angeles,Supermarket,FALSE,Homemaker,Summer,BOGO (Buy One Get One)
1000015036,6/21/2021 11:44,Paul Cortez,"Ironing Board', 'Vacuum Cleaner'",10,88.93,Credit Card,New York,Pharmacy,FALSE,Student,Summer,Discount on Selected Items
1000015037,1/23/2021 14:33,Laura Rodriguez,"Shower Gel', 'Toilet Paper', 'Pancake Mix', 'Coffee'",6,27.31,Credit Card,Chicago,Warehouse Club,TRUE,Homemaker,Winter,BOGO (Buy One Get One)
1000015038,4/8/2020 17:07,Jay White,"Eggs', 'Butter', 'Air Freshener', 'BBQ Sauce'",9,43.38,Mobile Payment,New York,Specialty Store,FALSE,Middle-Aged,Spring,None
1000015039,1/24/2023 19:57,Thomas Williams,"Baby Wipes', 'Chicken', 'Extension Cords', 'Dish Soap', 'Trash Bags'",9,25.69,Debit Card,Los Angeles,Department Store,FALSE,Senior Citizen,Fall,BOGO (Buy One Get One)
1000015040,8/14/2021 17:57,William Clark V,"Cereal Bars', 'Laundry Detergent', 'Jam', 'Cleaning Spray'",1,13.33,Credit Card,Chicago,Specialty Store,FALSE,Professional,Summer,Discount on Selected Items
1000015041,5/22/2020 3:24,Benjamin Duarte,"Hair Gel', 'Dustpan', 'Milk', 'Trash Cans'",10,22.02,Mobile Payment,Atlanta,Supermarket,FALSE,Young Adult,Fall,Discount on Selected Items
1000015042,5/13/2022 8:24,Jennifer Wilson,"Toothpaste', 'Orange', 'Ironing Board', 'Tuna'",2,28.68,Credit Card,San Francisco,Supermarket,TRUE,Teenager,Fall,BOGO (Buy One Get One)
1000015043,1/28/2021 17:12,Maureen Harvey,"Hair Gel', 'Shampoo', 'Insect Repellent'",6,56.36,Mobile Payment,San Francisco,Supermarket,TRUE,Homemaker,Summer,BOGO (Buy One Get One)
1000015044,2/4/2023 13:36,Michelle Espinoza,"Baby Wipes', 'Power Strips'",6,28.5,Credit Card,Seattle,Convenience Store,FALSE,Student,Summer,BOGO (Buy One Get One)
1000015045,9/12/2023 20:35,Shannon Decker,"Shower Gel', 'Cleaning Spray', 'Carrots', 'Spinach', 'Plant Fertilizer'",8,83.13,Cash,Dallas,Convenience Store,TRUE,Homemaker,Summer,BOGO (Buy One Get One)
1000015046,2/8/2023 14:32,Elizabeth Carr,"Cereal Bars', 'Bath Towels', 'BBQ Sauce', 'Shampoo'",10,60.7,Debit Card,New York,Supermarket,FALSE,Middle-Aged,Spring,BOGO (Buy One Get One)
1000015047,12/27/2021 0:26,Kevin Moore,"Feminine Hygiene Products', 'Insect Repellent', 'Soap', 'Onions'",7,65.09,Debit Card,New York,Supermarket,TRUE,Student,Summer,BOGO (Buy One Get One)
1000015048,2/16/2021 20:24,Thomas Johnson,"Garden Hose', 'Toilet Paper', 'Rice', 'Dishware'",6,84.02,Mobile Payment,Chicago,Pharmacy,FALSE,Professional,Fall,Discount on Selected Items
1000015049,3/25/2023 7:26,Michelle Scott,"Power Strips', 'Broom', 'Tissues', 'Feminine Hygiene Products'",2,6.43,Debit Card,Atlanta,Supermarket,TRUE,Professional,Fall,BOGO (Buy One Get One)
1000015050,7/14/2022 2:35,Ashley Carey,Soap',2,67.98,Debit Card,Atlanta,Specialty Store,TRUE,Student,Spring,BOGO (Buy One Get One)
1000015051,11/27/2022 19:50,Cody Watkins DDS,"Eggs', 'Soda', 'Sponges'",4,90.67,Mobile Payment,Los Angeles,Warehouse Club,FALSE,Homemaker,Summer,BOGO (Buy One Get One)
1000015052,11/27/2022 9:24,Evan Mcdonald II,"Chips', 'Tomatoes'",9,61.39,Cash,Seattle,Specialty Store,TRUE,Teenager,Winter,BOGO (Buy One Get One)
1000015053,1/12/2020 20:28,Richard Parker,"Sponges', 'Coffee'",7,91.02,Cash,Dallas,Department Store,FALSE,Professional,Summer,None
1000015054,5/18/2021 11:12,Daniel Hatfield,"Beef', 'Air Freshener', 'Vacuum Cleaner', 'Cereal', 'Tea'",2,71.28,Debit Card,Dallas,Specialty Store,FALSE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000015055,3/27/2021 4:19,Darius Ramsey,"Toilet Paper', 'Shower Gel'",4,76.49,Debit Card,San Francisco,Supermarket,FALSE,Senior Citizen,Summer,None
1000015056,8/20/2022 3:31,Julie Wallace,"Toothbrush', 'Salmon', 'Jam', 'Hair Gel', 'Mop'",5,47.57,Mobile Payment,New York,Pharmacy,FALSE,Student,Summer,BOGO (Buy One Get One)
1000015057,9/15/2022 1:45,Kayla Fritz,"Tissues', 'Coffee'",2,46.41,Credit Card,New York,Warehouse Club,TRUE,Professional,Summer,None
1000015058,11/16/2021 11:13,Bailey Foster,"Tea', 'Pancake Mix', 'Ironing Board', 'Tuna', 'Soda'",6,39.9,Credit Card,Seattle,Department Store,FALSE,Teenager,Winter,Discount on Selected Items
