HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Surname,Deck,Cabin number,Side of ship,Group number,Passengers within group,Total spend,Group size,Is alone,No spending,Luxury spending,Basic spending,Spending per person,Transported
Earth,False,PSO J318.5-22,25.0,False,39.0,0.0,169.0,20.0,1403.0,Gallenry,E,346,P,5511,2,1631.0,2,False,False,1423.0,169.0,815.5,False
Europa,False,55 Cancri e,31.0,False,0.0,225.0,0.0,301.0,4090.0,Chsere,A,67,S,5512,1,4616.0,2,False,False,4391.0,225.0,2308.0,False
Europa,False,55 Cancri e,27.0,False,0.0,8162.0,1044.0,699.0,46.0,Chsere,B,211,S,5512,2,9951.0,2,False,False,745.0,9206.0,4975.5,True
Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Monroellynn,G,889,S,5514,1,0.0,4,False,True,0.0,0.0,0.0,True
Earth,True,PSO J318.5-22,2.0,False,0.0,0.0,0.0,0.0,0.0,Monroellynn,G,889,S,5514,2,0.0,4,False,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,27.0,False,0.0,6.0,0.0,814.0,107.0,Monroellynn,G,889,S,5514,3,927.0,4,False,False,921.0,6.0,231.75,True
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Monroellynn,G,889,S,5514,4,0.0,4,False,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,22.0,False,758.0,0.0,46.0,0.0,0.0,Prestonard,F,1141,P,5515,1,804.0,1,True,False,0.0,46.0,804.0,False
Mars,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Brazo,E,357,S,5517,1,0.0,1,True,True,0.0,0.0,0.0,False
Earth,False,TRAPPIST-1e,56.0,False,0.0,4.0,778.0,0.0,0.0,Nasquez,G,890,S,5520,1,782.0,1,True,False,0.0,782.0,782.0,True
Earth,False,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,676.0,124.0,Boltertley,F,1058,S,5521,1,800.0,1,True,False,800.0,0.0,800.0,False
Earth,False,55 Cancri e,42.0,False,31.0,0.0,0.0,635.0,0.0,Hinglendez,E,358,S,5522,1,666.0,3,False,False,635.0,0.0,222.0,True
Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,703.0,0.0,Hinglendez,F,1059,S,5522,2,703.0,3,False,False,703.0,0.0,234.33333333333334,True
Earth,False,TRAPPIST-1e,27.0,False,508.0,585.0,9.0,0.0,0.0,Hinglendez,F,1059,S,5522,3,1102.0,3,False,False,0.0,594.0,367.3333333333333,True
Earth,False,PSO J318.5-22,29.0,False,0.0,0.0,20.0,0.0,402.0,Pearsalason,G,885,P,5523,1,422.0,1,True,False,402.0,20.0,422.0,False
Earth,False,55 Cancri e,36.0,False,85.0,0.0,545.0,15.0,0.0,Hendrys,F,1060,S,5524,1,645.0,1,True,False,15.0,545.0,645.0,True
Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,4.0,145.0,0.0,Stroyledgez,F,1061,S,5526,1,149.0,2,False,False,145.0,4.0,74.5,False
Earth,True,TRAPPIST-1e,64.0,False,0.0,0.0,0.0,0.0,0.0,Stroyledgez,G,891,S,5526,2,0.0,2,False,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,19.0,False,1.0,1.0,0.0,0.0,1755.0,Dickman,G,886,P,5527,1,1757.0,4,False,False,1755.0,1.0,439.25,False
Earth,True,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,Dickman,G,886,P,5527,2,0.0,4,False,True,0.0,0.0,0.0,False
Earth,True,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,Unknown,G,886,P,5527,3,0.0,4,False,True,0.0,0.0,0.0,False
Earth,True,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Dickman,G,886,P,5527,4,0.0,4,False,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,18.0,False,0.0,288.0,35.0,0.0,435.0,Peckerson,F,1143,P,5528,1,758.0,1,True,False,435.0,323.0,758.0,False
Europa,False,55 Cancri e,39.0,False,5645.0,132.0,0.0,1.0,1814.0,Unfile,C,174,P,5529,1,7592.0,1,True,False,1815.0,132.0,7592.0,False
Mars,False,TRAPPIST-1e,37.0,False,10.0,20.0,868.0,115.0,0.0,Mesty,E,347,P,5530,1,1013.0,2,False,False,115.0,888.0,506.5,False
Mars,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Mesty,F,1144,P,5530,2,0.0,2,False,True,0.0,0.0,0.0,True
Mars,False,PSO J318.5-22,43.0,False,817.0,0.0,617.0,0.0,0.0,Brity,F,1145,P,5531,1,1434.0,2,False,False,0.0,617.0,717.0,False
Mars,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Brity,F,1145,P,5531,2,0.0,2,False,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,20.0,False,41.0,222.0,0.0,43.0,601.0,Arner,G,893,S,5535,1,907.0,3,False,False,644.0,222.0,302.3333333333333,True
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Arner,G,893,S,5535,2,0.0,3,False,True,0.0,0.0,0.0,True
Earth,False,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Arner,G,893,S,5535,3,0.0,3,False,True,0.0,0.0,0.0,True
Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Pure,F,1062,S,5536,1,0.0,1,True,True,0.0,0.0,0.0,True
Mars,False,TRAPPIST-1e,50.0,False,690.0,0.0,30.0,762.0,428.0,Bancy,F,1063,S,5537,1,1910.0,1,True,False,1190.0,30.0,1910.0,False
Mars,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Gele,F,1146,P,5538,1,0.0,2,False,True,0.0,0.0,0.0,True
Mars,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Gele,F,1146,P,5538,2,0.0,2,False,True,0.0,0.0,0.0,True
Europa,False,TRAPPIST-1e,26.0,False,0.0,1583.0,0.0,232.0,8040.0,Officled,B,187,P,5539,1,9855.0,1,True,False,8272.0,1583.0,9855.0,False
Earth,False,TRAPPIST-1e,21.0,False,39.0,360.0,0.0,0.0,0.0,Andackson,E,360,S,5540,1,399.0,1,True,False,0.0,360.0,399.0,True
Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Kra,F,1147,P,5541,1,0.0,1,True,True,0.0,0.0,0.0,True
Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Platch,C,175,P,5543,1,0.0,1,True,True,0.0,0.0,0.0,True
Mars,False,TRAPPIST-1e,27.0,True,1565.0,0.0,0.0,0.0,145.0,Stité,F,1149,P,5544,1,1710.0,1,True,False,145.0,0.0,1710.0,False
Earth,False,PSO J318.5-22,34.0,False,0.0,0.0,693.0,3.0,77.0,Rigginsen,G,894,S,5545,1,773.0,3,False,False,80.0,693.0,257.6666666666667,True
Earth,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Rigginsen,G,894,S,5545,2,0.0,3,False,True,0.0,0.0,0.0,True
Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Rigginsen,G,894,S,5545,3,0.0,3,False,True,0.0,0.0,0.0,True
Europa,False,55 Cancri e,28.0,False,550.0,5203.0,0.0,2244.0,1624.0,Brathful,D,176,P,5546,1,9621.0,1,True,False,3868.0,5203.0,9621.0,False
Earth,False,TRAPPIST-1e,33.0,False,127.0,745.0,9.0,0.0,0.0,Poperez,G,895,S,5550,1,881.0,1,True,False,0.0,754.0,881.0,True
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Foledges,G,888,P,5551,1,0.0,1,True,True,0.0,0.0,0.0,True
Mars,False,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Potie,F,1150,P,5552,1,0.0,3,False,True,0.0,0.0,0.0,False
Mars,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Potie,F,1150,P,5552,2,0.0,3,False,True,0.0,0.0,0.0,True
Mars,False,TRAPPIST-1e,60.0,False,51.0,10.0,754.0,1412.0,137.0,Potie,F,1150,P,5552,3,2364.0,3,False,False,1549.0,764.0,788.0,False
Earth,False,TRAPPIST-1e,43.0,False,1.0,0.0,213.0,7.0,701.0,Blanglison,G,896,S,5555,1,922.0,1,True,False,708.0,213.0,922.0,True
Earth,False,TRAPPIST-1e,27.0,False,0.0,1.0,667.0,897.0,43.0,Hanner,E,361,S,5556,1,1608.0,1,True,False,940.0,668.0,1608.0,False
Earth,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Mathison,G,890,P,5557,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Unknown,G,897,S,5559,1,0.0,1,True,True,0.0,0.0,0.0,True
Mars,False,TRAPPIST-1e,57.0,False,1696.0,0.0,1006.0,0.0,27.0,Birte,D,168,S,5560,1,2729.0,1,True,False,27.0,1006.0,2729.0,False
Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Fueling,A,51,P,5561,1,0.0,4,False,True,0.0,0.0,0.0,True
Europa,False,TRAPPIST-1e,28.0,False,0.0,175.0,0.0,214.0,7461.0,Fueling,A,51,P,5561,2,7850.0,4,False,False,7675.0,175.0,1962.5,False
Europa,False,TRAPPIST-1e,42.0,False,0.0,890.0,2929.0,352.0,4898.0,Fueling,A,51,P,5561,3,9069.0,4,False,False,5250.0,3819.0,2267.25,False
Europa,False,TRAPPIST-1e,43.0,False,7.0,494.0,2473.0,443.0,71.0,Fueling,A,51,P,5561,4,3488.0,4,False,False,514.0,2967.0,872.0,False
Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Cattyried,C,176,P,5563,1,0.0,1,True,True,0.0,0.0,0.0,True
Europa,False,55 Cancri e,72.0,False,2445.0,3023.0,0.0,704.0,20.0,Gloyanthy,E,349,P,5566,1,6192.0,1,True,False,724.0,3023.0,6192.0,False
Europa,False,TRAPPIST-1e,49.0,False,0.0,3991.0,298.0,289.0,2740.0,Covetive,B,188,P,5568,1,7318.0,2,False,False,3029.0,4289.0,3659.0,False
Europa,True,55 Cancri e,29.0,True,0.0,0.0,0.0,0.0,0.0,Covetive,B,188,P,5568,2,0.0,2,False,True,0.0,0.0,0.0,True
Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Mcfarleys,G,891,P,5569,1,0.0,1,True,True,0.0,0.0,0.0,False
Earth,False,55 Cancri e,26.0,False,0.0,406.0,0.0,0.0,503.0,Nichoan,G,900,S,5571,1,909.0,1,True,False,503.0,406.0,909.0,True
Mars,True,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Pane,F,1153,P,5572,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,False,55 Cancri e,18.0,False,749.0,0.0,74.0,0.0,0.0,Gilleranks,F,1154,P,5573,1,823.0,1,True,False,0.0,74.0,823.0,False
Earth,False,55 Cancri e,14.0,False,714.0,237.0,0.0,587.0,1.0,Polliamposs,F,1155,P,5574,1,1539.0,1,True,False,588.0,237.0,1539.0,False
Mars,False,TRAPPIST-1e,44.0,False,583.0,0.0,222.0,0.0,1560.0,Nacke,F,1156,P,5575,1,2365.0,2,False,False,1560.0,222.0,1182.5,False
Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Nacke,F,1156,P,5575,2,0.0,2,False,True,0.0,0.0,0.0,True
Earth,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Gainebergan,G,892,P,5578,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,True,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,Vaught,G,902,S,5580,1,0.0,1,True,True,0.0,0.0,0.0,True
Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Frolestty,B,212,S,5581,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,35.0,False,753.0,335.0,1.0,348.0,0.0,Hersons,G,893,P,5582,1,1437.0,1,True,False,348.0,336.0,1437.0,False
Europa,False,TRAPPIST-1e,52.0,False,5.0,3514.0,31.0,601.0,13.0,Inghtal,D,170,S,5583,1,4164.0,1,True,False,614.0,3545.0,4164.0,True
Earth,False,PSO J318.5-22,22.0,False,688.0,5.0,80.0,0.0,0.0,Popelazquez,G,894,P,5585,1,773.0,2,False,False,0.0,85.0,386.5,False
Earth,False,TRAPPIST-1e,34.0,False,245.0,0.0,542.0,0.0,19.0,Popelazquez,F,1158,P,5585,2,806.0,2,False,False,19.0,542.0,403.0,True
Earth,False,PSO J318.5-22,37.0,False,0.0,0.0,6.0,746.0,1.0,Reyersendry,G,895,P,5586,1,753.0,1,True,False,747.0,6.0,753.0,False
Earth,False,55 Cancri e,22.0,False,654.0,2.0,83.0,0.0,0.0,Deckerson,F,1159,P,5587,1,739.0,1,True,False,0.0,85.0,739.0,False
Earth,False,TRAPPIST-1e,26.0,False,0.0,786.0,0.0,11.0,83.0,Hermanapp,F,1160,P,5589,1,880.0,1,True,False,94.0,786.0,880.0,True
Earth,False,55 Cancri e,14.0,False,590.0,9.0,0.0,0.0,192.0,Ewiseston,E,363,S,5591,1,791.0,1,True,False,192.0,9.0,791.0,False
Mars,True,55 Cancri e,53.0,False,0.0,0.0,0.0,0.0,0.0,Quith,F,1161,P,5592,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,17.0,False,0.0,823.0,0.0,1168.0,14.0,Lewinton,F,1163,P,5594,1,2005.0,1,True,False,1182.0,823.0,2005.0,False
Earth,False,TRAPPIST-1e,30.0,False,0.0,1.0,0.0,870.0,0.0,Craftstens,F,1067,S,5595,1,871.0,1,True,False,870.0,1.0,871.0,False
Europa,False,TRAPPIST-1e,65.0,False,0.0,722.0,302.0,103.0,2659.0,Sorbitter,D,179,P,5596,1,3786.0,1,True,False,2762.0,1024.0,3786.0,False
Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,500.0,2.0,208.0,Thony,G,903,S,5598,1,710.0,1,True,False,210.0,500.0,710.0,True
Europa,False,55 Cancri e,36.0,False,380.0,686.0,0.0,295.0,1247.0,Caming,E,364,S,5599,1,2608.0,1,True,False,1542.0,686.0,2608.0,False
Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Vandan,G,904,S,5601,1,0.0,5,False,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Vandan,G,904,S,5601,2,0.0,5,False,True,0.0,0.0,0.0,True
Earth,False,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Vandan,Unknown,-1,,5601,3,0.0,5,False,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,21.0,False,958.0,1668.0,82.0,0.0,78.0,Vandan,F,1069,S,5601,4,2786.0,5,False,False,78.0,1750.0,557.2,True
Earth,True,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,Vandan,G,904,S,5601,5,0.0,5,False,True,0.0,0.0,0.0,True
Europa,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Sedece,B,190,P,5602,1,0.0,2,False,True,0.0,0.0,0.0,True
Europa,False,55 Cancri e,18.0,False,0.0,3268.0,0.0,436.0,342.0,Sedece,B,190,P,5602,2,4046.0,2,False,False,778.0,3268.0,2023.0,True
Earth,False,TRAPPIST-1e,34.0,False,170.0,1256.0,0.0,3926.0,7121.0,Cluitty,E,365,S,5603,1,12473.0,1,True,False,11047.0,1256.0,12473.0,False
Europa,True,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,Paterpad,B,213,S,5606,1,0.0,2,False,True,0.0,0.0,0.0,True
Europa,False,TRAPPIST-1e,31.0,False,0.0,1219.0,7.0,104.0,1082.0,Dectory,B,213,S,5606,2,2412.0,2,False,False,1186.0,1226.0,1206.0,True
Earth,False,TRAPPIST-1e,14.0,False,30.0,757.0,115.0,0.0,0.0,Mclainez,F,1164,P,5608,1,902.0,1,True,False,0.0,872.0,902.0,True
Earth,False,TRAPPIST-1e,23.0,False,765.0,5.0,0.0,0.0,0.0,Russon,G,897,P,5609,1,770.0,1,True,False,0.0,5.0,770.0,False
Europa,True,TRAPPIST-1e,61.0,False,0.0,0.0,0.0,0.0,0.0,Dicely,B,214,S,5610,1,0.0,2,False,True,0.0,0.0,0.0,True
Europa,False,55 Cancri e,54.0,True,0.0,7996.0,0.0,4549.0,10206.0,Dicely,B,214,S,5610,2,22751.0,2,False,False,14755.0,7996.0,11375.5,False
Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Clutchor,D,171,S,5611,1,0.0,2,False,True,0.0,0.0,0.0,True
Europa,False,TRAPPIST-1e,46.0,False,0.0,3477.0,0.0,1.0,5543.0,Clutchor,D,171,S,5611,2,9021.0,2,False,False,5544.0,3477.0,4510.5,False
Earth,False,TRAPPIST-1e,32.0,False,125.0,874.0,0.0,180.0,1.0,Hardonald,F,1072,S,5613,1,1180.0,1,True,False,181.0,874.0,1180.0,True
Earth,True,55 Cancri e,49.0,False,0.0,0.0,0.0,0.0,0.0,Coolerson,G,906,S,5614,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,True,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,Wardendez,G,907,S,5615,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,False,PSO J318.5-22,25.0,False,458.0,240.0,0.0,239.0,0.0,Fryersonis,F,1073,S,5616,1,937.0,1,True,False,239.0,240.0,937.0,True
Earth,False,TRAPPIST-1e,19.0,False,0.0,785.0,0.0,0.0,19.0,Lynnerett,F,1075,S,5618,1,804.0,1,True,False,19.0,785.0,804.0,True
Earth,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Freder,G,908,S,5619,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,68.0,False,0.0,0.0,970.0,0.0,0.0,Nolds,F,1076,S,5622,1,970.0,1,True,False,0.0,970.0,970.0,True
Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Gouldensen,G,898,P,5623,1,0.0,1,True,True,0.0,0.0,0.0,True
Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Cart,E,352,P,5625,1,0.0,5,False,True,0.0,0.0,0.0,False
Mars,False,PSO J318.5-22,49.0,False,0.0,0.0,0.0,0.0,0.0,Nane,E,352,P,5625,2,0.0,5,False,True,0.0,0.0,0.0,False
Mars,False,TRAPPIST-1e,15.0,False,890.0,9.0,0.0,1250.0,57.0,Cart,E,352,P,5625,3,2206.0,5,False,False,1307.0,9.0,441.2,False
Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Cart,E,352,P,5625,4,0.0,5,False,True,0.0,0.0,0.0,True
Mars,False,TRAPPIST-1e,22.0,False,804.0,0.0,378.0,0.0,0.0,Unknown,E,352,P,5625,5,1182.0,5,False,False,0.0,378.0,236.4,False
Earth,True,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,Vinston,G,911,S,5626,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Stanters,G,899,P,5627,1,0.0,1,True,True,0.0,0.0,0.0,False
Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Potthews,G,900,P,5628,1,0.0,1,True,True,0.0,0.0,0.0,False
Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Sterson,G,901,P,5629,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,20.0,False,47.0,0.0,0.0,0.0,2711.0,Boltond,F,1166,P,5631,1,2758.0,1,True,False,2711.0,0.0,2758.0,False
Earth,False,TRAPPIST-1e,43.0,False,1.0,8.0,0.0,0.0,715.0,Simson,F,1168,P,5637,1,724.0,1,True,False,715.0,8.0,724.0,False
Earth,False,TRAPPIST-1e,22.0,False,19.0,9.0,0.0,0.0,594.0,Ewins,G,913,S,5639,1,622.0,1,True,False,594.0,9.0,622.0,True
Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Rinicapead,E,368,S,5640,1,0.0,1,True,True,0.0,0.0,0.0,True
Europa,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Supred,B,216,S,5642,1,0.0,2,False,True,0.0,0.0,0.0,True
Europa,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,Supred,Unknown,-1,,5642,2,0.0,2,False,True,0.0,0.0,0.0,True
Mars,False,TRAPPIST-1e,24.0,False,158.0,0.0,1594.0,1.0,0.0,Karte,F,1077,S,5643,1,1753.0,3,False,False,1.0,1594.0,584.3333333333334,True
Mars,False,55 Cancri e,18.0,False,2803.0,0.0,17.0,0.0,0.0,Unknown,F,1077,S,5643,2,2820.0,3,False,False,0.0,17.0,940.0,False
Mars,False,TRAPPIST-1e,15.0,False,643.0,0.0,45.0,0.0,10.0,Karte,F,1077,S,5643,3,698.0,3,False,False,10.0,45.0,232.66666666666666,False
Mars,False,TRAPPIST-1e,28.0,False,1909.0,0.0,0.0,0.0,6.0,Hake,F,1169,P,5644,1,1915.0,1,True,False,6.0,0.0,1915.0,False
Earth,False,TRAPPIST-1e,24.0,False,0.0,117.0,2134.0,0.0,0.0,Wagnerray,F,1078,S,5645,1,2251.0,1,True,False,0.0,2251.0,2251.0,True
Mars,True,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,Unknown,F,1079,S,5646,1,0.0,1,True,True,0.0,0.0,0.0,True
Europa,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Matoltuble,C,178,P,5647,1,0.0,3,False,True,0.0,0.0,0.0,True
Europa,False,55 Cancri e,52.0,False,0.0,1425.0,31.0,0.0,1320.0,Matoltuble,C,178,P,5647,2,2776.0,3,False,False,1320.0,1456.0,925.3333333333334,True
Europa,False,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,2851.0,1478.0,Tachor,C,178,P,5647,3,4329.0,3,False,False,4329.0,0.0,1443.0,False
Europa,False,55 Cancri e,27.0,False,332.0,918.0,0.0,5.0,4817.0,Braned,C,179,P,5648,1,6072.0,2,False,False,4822.0,918.0,3036.0,False
Europa,False,55 Cancri e,50.0,False,0.0,103.0,0.0,240.0,8221.0,Braned,C,179,P,5648,2,8564.0,2,False,False,8461.0,103.0,4282.0,False
Earth,False,TRAPPIST-1e,24.0,False,56.0,22.0,285.0,1453.0,0.0,Coopezmaney,G,902,P,5650,1,1816.0,1,True,False,1453.0,307.0,1816.0,False
Earth,False,PSO J318.5-22,26.0,False,807.0,0.0,0.0,0.0,40.0,Franton,G,915,S,5651,1,847.0,1,True,False,40.0,0.0,847.0,True
Earth,False,TRAPPIST-1e,24.0,False,215.0,0.0,0.0,0.0,350.0,Franchaney,F,1171,P,5652,1,565.0,1,True,False,350.0,0.0,565.0,False
Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Wardendez,G,903,P,5653,1,0.0,1,True,True,0.0,0.0,0.0,False
Earth,False,PSO J318.5-22,42.0,False,1188.0,39.0,3.0,3.0,0.0,Browlerson,F,1172,P,5655,1,1233.0,1,True,False,3.0,42.0,1233.0,False
Earth,False,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,880.0,Alberts,F,1175,P,5659,1,880.0,1,True,False,880.0,0.0,880.0,False
Earth,False,PSO J318.5-22,43.0,False,635.0,53.0,0.0,3.0,0.0,Ellahan,E,355,P,5661,1,691.0,2,False,False,3.0,53.0,345.5,True
Earth,True,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,Ellahan,G,905,P,5661,2,0.0,2,False,True,0.0,0.0,0.0,False
Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Wolferguson,G,916,S,5662,1,0.0,2,False,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,31.0,False,13.0,0.0,0.0,679.0,0.0,Wolferguson,F,1080,S,5662,2,692.0,2,False,False,679.0,0.0,346.0,False
Europa,False,TRAPPIST-1e,33.0,False,0.0,1513.0,5.0,63.0,144.0,Ressing,A,71,S,5663,1,1725.0,1,True,False,207.0,1518.0,1725.0,True
Earth,False,55 Cancri e,21.0,False,0.0,496.0,0.0,3867.0,30.0,Combson,G,906,P,5667,1,4393.0,1,True,False,3897.0,496.0,4393.0,False
Earth,False,TRAPPIST-1e,13.0,False,56.0,1706.0,15.0,0.0,23.0,Acobsond,G,907,P,5671,1,1800.0,1,True,False,23.0,1721.0,1800.0,False
Earth,False,TRAPPIST-1e,29.0,False,286.0,545.0,0.0,0.0,0.0,Bradlerson,F,1083,S,5673,1,831.0,1,True,False,0.0,545.0,831.0,True
Europa,False,TRAPPIST-1e,22.0,False,0.0,11594.0,0.0,10247.0,1.0,Unsible,B,217,S,5674,1,21842.0,1,True,False,10248.0,11594.0,21842.0,False
Mars,False,TRAPPIST-1e,22.0,False,1035.0,0.0,264.0,0.0,0.0,Fisun,E,357,P,5677,1,1299.0,1,True,False,0.0,264.0,1299.0,False
Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,Casonston,G,920,S,5679,1,0.0,3,False,True,0.0,0.0,0.0,True
Earth,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,Casonston,G,920,S,5679,2,0.0,3,False,True,0.0,0.0,0.0,True
Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Casonston,G,920,S,5679,3,0.0,3,False,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,1609.0,0.0,0.0,Blanglison,E,359,P,5680,1,1609.0,1,True,False,0.0,1609.0,1609.0,True
Earth,True,TRAPPIST-1e,66.0,False,0.0,0.0,0.0,0.0,0.0,Ellson,G,921,S,5681,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Busive,B,218,S,5684,1,0.0,4,False,True,0.0,0.0,0.0,True
Europa,True,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,Busive,B,218,S,5684,2,0.0,4,False,True,0.0,0.0,0.0,True
Europa,False,55 Cancri e,38.0,False,0.0,1198.0,48.0,278.0,1244.0,Busive,B,218,S,5684,3,2768.0,4,False,False,1522.0,1246.0,692.0,False
Europa,True,TRAPPIST-1e,62.0,False,0.0,0.0,0.0,0.0,0.0,Folhal,B,218,S,5684,4,0.0,4,False,True,0.0,0.0,0.0,True
Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Bryants,G,910,P,5685,1,0.0,1,True,True,0.0,0.0,0.0,False
Mars,False,55 Cancri e,44.0,False,2267.0,0.0,107.0,0.0,0.0,Cry,Unknown,-1,,5686,1,2374.0,2,False,False,0.0,107.0,1187.0,False
Mars,False,55 Cancri e,25.0,False,1410.0,123.0,26.0,9.0,812.0,Cry,D,180,P,5686,2,2380.0,2,False,False,821.0,149.0,1190.0,False
